carat,cut,color,clarity,depth,table,price
0.42,Ideal,I,VS2,61.4,56.0,1081
0.41,Ideal,E,VS2,61.8,54.0,935
1.0,Good,J,SI1,59.5,61.0,3616
0.7,Premium,G,I1,61.9,58.0,1650
1.2,Very Good,J,SI2,61.4,55.0,4636
0.42,Very Good,G,SI1,62.2,58.0,737
1.14,Ideal,F,VS2,61.4,56.0,8017
0.31,Premium,H,SI1,62.3,55.0,573
1.71,Very Good,J,SI1,62.9,58.0,8690
0.42,Ideal,E,VS1,60.9,57.0,1372
0.75,Good,G,SI2,63.6,58.0,1819
1.01,Premium,G,VVS2,60.9,59.0,6843
0.52,Premium,E,VS1,59.2,59.0,1739
0.37,Good,H,VS2,63.7,55.0,584
0.93,Good,F,SI2,59.4,61.0,3418
0.9,Very Good,H,VS1,63.0,59.0,4136
0.73,Premium,H,SI2,62.5,58.0,2234
0.4,Ideal,E,VS2,62.4,55.0,975
0.36,Ideal,E,VS1,60.8,55.0,767
0.91,Very Good,E,SI2,63.2,56.0,4668
0.5,Premium,D,SI1,62.4,60.0,1436
1.0,Good,I,VS1,63.7,56.0,5018
0.7,Ideal,F,VVS2,61.2,56.0,4114
0.54,Ideal,E,VS2,62.8,55.0,1713
1.09,Ideal,E,VS2,60.6,58.0,7796
0.57,Very Good,D,SI2,62.1,58.0,1387
0.79,Very Good,F,SI1,62.8,55.0,2633
0.24,Very Good,G,VVS2,62.0,56.0,449
1.53,Ideal,H,SI2,62.4,58.0,8034
0.29,Ideal,F,VVS1,60.9,57.0,669
0.4,Good,E,SI1,63.9,58.0,882
0.32,Ideal,G,VS1,61.4,56.0,628
0.51,Ideal,E,SI1,62.4,55.0,1443
1.02,Very Good,E,VS1,60.1,59.0,7779
1.51,Ideal,J,VS1,61.9,58.0,8170
1.15,Ideal,H,VS1,62.7,57.0,7123
1.26,Ideal,G,VS1,61.6,56.0,9243
0.58,Ideal,F,VS1,61.9,54.0,1772
0.37,Premium,E,VS2,61.8,59.0,1041
1.2,Ideal,H,SI2,62.3,57.0,5040
1.03,Ideal,G,VS1,62.0,57.0,7119
0.5,Premium,H,VS2,60.9,59.0,1332
0.37,Premium,D,SI1,62.2,58.0,874
1.0,Very Good,D,VS2,61.2,60.0,6937
1.2,Premium,G,VS2,59.4,58.0,7258
1.24,Premium,J,VS2,62.0,58.0,5128
0.63,Ideal,E,VS2,61.5,56.0,2513
1.5,Very Good,E,SI2,62.1,59.0,9548
0.38,Ideal,F,VVS1,62.0,54.7,1101
0.31,Very Good,H,VS1,61.7,61.0,544
1.5,Premium,G,SI2,62.0,62.0,8190
0.33,Ideal,E,VS2,61.8,55.0,928
0.91,Premium,H,VS1,59.2,62.0,3881
0.3,Very Good,F,VS2,62.8,58.0,605
0.32,Ideal,G,VS2,62.0,57.0,720
0.92,Ideal,F,SI2,62.0,54.0,4065
0.31,Ideal,F,VVS1,61.0,56.0,840
0.3,Ideal,E,VS2,60.6,59.0,603
0.3,Premium,D,VS2,60.6,59.0,911
0.73,Ideal,D,SI1,60.2,56.0,2632
0.53,Ideal,E,SI1,61.9,55.0,1435
1.58,Premium,F,SI2,60.7,60.0,6990
1.3,Ideal,G,VS2,61.9,55.0,9060
0.3,Ideal,E,SI2,62.1,55.0,401
1.14,Ideal,H,VS2,62.6,53.0,6753
0.31,Ideal,F,IF,62.3,54.0,914
0.93,Ideal,F,SI2,61.9,57.0,3941
0.31,Premium,G,VS2,60.9,58.0,698
1.03,Very Good,G,I1,60.8,57.0,3018
0.33,Very Good,D,SI1,61.5,60.0,608
1.2,Ideal,I,VVS2,61.5,56.0,7877
0.72,Very Good,D,SI2,59.8,60.0,2294
0.41,Premium,G,SI1,62.7,55.0,923
0.4,Ideal,G,VVS2,62.4,56.0,982
1.51,Very Good,E,SI2,61.2,58.0,9140
1.24,Ideal,I,VS2,62.4,57.0,5638
0.8,Premium,G,VS2,59.6,59.0,3136
0.33,Ideal,I,IF,61.5,56.0,719
1.03,Premium,H,I1,61.1,60.0,3172
1.31,Very Good,D,VS2,59.5,61.0,10409
0.31,Premium,G,VS1,60.4,59.0,695
0.3,Very Good,G,VVS1,62.7,59.0,789
0.71,Ideal,H,VVS1,60.8,56.0,2741
0.37,Ideal,F,VS2,61.4,56.0,746
0.34,Ideal,I,VS2,61.1,55.0,495
0.34,Ideal,G,IF,61.4,56.0,974
0.71,Ideal,G,VS2,59.5,57.0,2974
0.42,Premium,G,SI1,62.7,58.0,687
0.7,Very Good,I,VS1,63.1,57.0,2411
1.23,Very Good,H,SI1,63.0,55.0,5665
0.31,Ideal,D,VVS1,62.1,54.0,934
1.5,Very Good,I,SI1,61.4,62.0,7722
0.5,Very Good,H,SI1,63.1,55.0,984
0.31,Premium,G,IF,61.0,59.0,924
1.2,Very Good,F,SI1,62.7,58.0,6973
1.04,Ideal,G,VS2,61.3,57.0,7044
0.31,Ideal,E,VS2,62.4,54.0,872
0.93,Premium,H,SI1,62.8,58.0,3646
0.58,Premium,D,VS1,59.2,60.0,2401
0.32,Ideal,G,VVS1,61.8,54.0,814
1.23,Ideal,G,VS1,61.6,57.0,10859
1.02,Premium,D,VS1,60.3,58.0,8181
0.3,Good,I,SI1,63.3,59.0,394
0.77,Very Good,D,VS2,63.0,58.0,3351
1.05,Ideal,H,SI1,61.9,57.0,5342
0.9,Ideal,D,VS2,63.0,57.0,5897
0.41,Ideal,D,VS2,61.6,55.0,1007
0.27,Ideal,I,VVS2,61.3,56.0,480
0.3,Ideal,E,VVS2,61.0,56.0,812
0.34,Ideal,G,VS2,62.0,54.0,596
0.7,Ideal,E,SI2,62.2,56.0,2560
0.37,Ideal,J,VS1,62.4,55.0,624
1.01,Very Good,G,I1,62.4,59.0,3288
0.73,Very Good,H,VVS1,60.4,59.0,2772
0.3,Ideal,G,VS2,61.6,57.0,545
0.3,Premium,E,VS2,62.9,58.0,844
0.4,Ideal,G,VS2,62.0,56.0,1240
0.52,Premium,D,SI1,60.7,58.0,1376
1.01,Premium,F,VVS2,59.9,58.0,8905
1.2,Premium,J,SI2,61.8,56.0,4177
1.5,Ideal,D,SI2,63.0,56.0,10122
0.7,Very Good,F,VS2,62.8,57.0,2744
0.77,Premium,G,SI1,60.7,58.0,2563
0.35,Ideal,D,VS2,61.5,56.0,1063
0.35,Ideal,E,IF,62.2,56.0,1254
0.3,Ideal,D,VS1,62.2,57.0,718
0.8,Ideal,D,SI2,61.5,58.0,3173
0.3,Very Good,H,SI1,62.4,58.0,389
1.01,Very Good,J,SI1,62.9,56.0,3749
0.83,Ideal,G,VS1,62.1,57.0,4181
1.56,Premium,F,SI2,63.0,58.0,6971
0.31,Ideal,G,IF,61.9,53.0,891
0.5,Premium,D,VS2,61.4,59.0,1845
1.51,Premium,E,SI2,63.0,55.0,9302
1.08,Very Good,E,SI2,63.0,56.0,5805
0.32,Very Good,E,VVS1,60.8,58.0,954
1.0,Good,G,VS2,63.3,60.0,5500
1.22,Premium,J,SI2,62.2,60.0,4132
0.3,Good,H,SI1,63.4,57.0,421
0.4,Ideal,H,VS2,61.8,54.5,764
0.86,Ideal,E,SI2,61.8,57.0,3828
1.09,Very Good,H,SI1,63.2,57.0,4871
1.0,Premium,F,VS2,61.7,56.0,6608
0.71,Premium,G,VVS1,62.7,58.0,2694
0.64,Ideal,E,VS2,62.0,55.0,2238
0.31,Premium,G,SI1,62.1,58.0,593
1.01,Good,E,VVS2,63.3,58.0,8752
1.04,Ideal,G,VS2,62.5,57.0,6709
0.72,Very Good,F,SI1,63.1,55.0,2333
0.7,Fair,G,VS2,64.4,56.0,2657
0.39,Ideal,J,SI2,62.6,54.0,451
1.51,Premium,H,I1,60.9,56.0,4404
0.3,Premium,H,VS1,62.1,59.0,630
0.41,Premium,G,VS1,60.2,59.0,899
0.64,Ideal,H,IF,60.5,57.0,2420
0.32,Premium,G,SI1,62.6,58.0,477
0.5,Ideal,D,SI2,62.4,56.0,1332
1.03,Ideal,E,SI1,62.0,53.0,5710
1.01,Very Good,I,SI1,60.3,57.0,3888
0.34,Ideal,G,VVS1,61.3,55.0,863
1.01,Very Good,I,SI2,62.9,55.0,4171
0.55,Ideal,F,VVS1,60.6,57.0,2716
1.36,Premium,I,VS2,59.3,58.0,6017
0.3,Premium,H,SI1,59.3,59.0,421
0.31,Good,F,VS2,63.6,54.0,749
1.5,Very Good,E,SI2,62.8,57.0,8538
0.6,Very Good,F,VS2,59.5,57.8,1940
1.5,Premium,H,SI2,61.2,61.0,6979
1.01,Premium,F,VVS2,62.0,58.0,8532
0.33,Ideal,G,IF,61.3,57.0,1052
0.65,Very Good,I,VVS1,62.9,58.0,2085
0.57,Premium,G,VVS2,60.2,60.0,2059
1.0,Premium,D,SI2,60.8,60.0,4295
0.64,Ideal,E,SI1,62.0,56.0,2089
0.41,Very Good,D,SI1,63.0,59.0,838
0.71,Ideal,E,VS1,61.1,57.0,4053
1.16,Ideal,G,VS2,62.3,57.0,7203
0.51,Ideal,E,VS2,62.6,55.0,1656
0.24,Very Good,G,VVS2,62.0,57.0,449
1.5,Ideal,F,SI1,60.9,56.0,8770
0.35,Ideal,G,VS2,61.0,57.0,633
1.0,Premium,D,VVS2,61.3,58.0,9660
0.7,Very Good,E,VVS1,62.5,56.0,3724
0.24,Ideal,H,VVS1,62.4,56.0,449
0.38,Premium,G,VS1,61.0,58.0,1069
1.55,Premium,H,SI1,60.7,58.0,9763
0.58,Ideal,H,IF,61.6,57.0,2211
0.43,Ideal,G,IF,62.1,54.0,1433
0.5,Very Good,E,VS2,63.5,54.0,1629
1.11,Premium,H,VS2,62.0,59.0,5395
1.23,Very Good,F,SI2,60.9,58.0,4661
0.73,Ideal,F,VS1,62.9,56.0,3135
0.28,Very Good,H,VS2,61.6,57.0,429
1.08,Very Good,G,VS2,62.3,58.0,6415
0.44,Premium,I,VVS1,62.5,60.0,990
0.78,Ideal,E,VS2,61.4,56.0,3582
0.35,Premium,H,SI1,61.3,55.0,647
0.32,Ideal,G,SI1,63.0,56.0,612
0.9,Very Good,H,VVS1,62.1,59.0,4664
0.31,Ideal,F,SI1,60.5,57.0,663
1.05,Ideal,F,SI1,62.0,55.0,5557
0.32,Ideal,G,VS2,62.0,57.0,561
0.34,Premium,I,VS1,59.5,59.0,689
0.7,Ideal,G,VS2,61.6,56.0,3451
0.31,Ideal,D,VS2,61.6,57.0,734
1.15,Very Good,I,SI1,62.5,60.0,4851
0.9,Very Good,D,SI1,64.2,55.0,4523
0.71,Ideal,G,VVS1,61.7,57.0,2982
0.56,Very Good,E,VS1,61.9,57.0,2037
0.3,Ideal,F,VS2,61.4,57.0,605
1.05,Premium,E,SI2,61.5,59.0,4139
0.35,Ideal,E,VS1,61.9,56.0,1091
0.7,Very Good,J,VS2,63.2,57.0,1997
0.34,Ideal,E,VS2,62.6,55.0,956
1.18,Premium,H,SI1,60.1,60.0,4746
0.56,Premium,E,VS2,61.1,59.0,1552
1.22,Premium,H,SI2,61.3,60.0,4509
1.02,Good,F,VS1,63.7,57.0,7068
1.04,Ideal,E,SI2,62.3,55.0,5531
0.54,Ideal,F,VS2,61.1,57.0,1820
0.37,Ideal,I,VVS1,60.6,57.0,768
0.58,Ideal,E,VS2,62.1,55.0,1761
0.74,Very Good,G,SI1,63.5,60.0,2468
0.41,Very Good,G,VS1,62.4,57.0,899
0.79,Ideal,F,VVS1,61.5,55.0,4858
0.41,Good,J,IF,63.6,54.0,827
0.74,Very Good,F,SI2,61.7,57.0,2319
0.31,Ideal,H,SI1,62.9,56.0,558
0.4,Good,G,SI1,63.2,58.0,655
0.54,Good,E,SI1,59.9,63.0,1601
0.51,Premium,D,VS2,62.0,60.0,1807
0.26,Ideal,F,VS2,62.3,56.0,456
1.25,Very Good,H,SI2,62.8,55.0,5775
1.27,Very Good,I,SI1,63.1,59.0,5953
0.7,Ideal,D,SI1,61.4,57.0,2699
0.31,Ideal,H,VVS1,61.3,56.0,671
0.51,Very Good,E,IF,63.3,58.0,2925
0.57,Ideal,E,VS2,61.7,56.0,1949
1.15,Very Good,H,SI2,61.9,57.0,4654
0.6,Ideal,G,VS1,61.3,57.0,2105
1.22,Premium,H,VS2,60.8,59.0,7310
0.31,Premium,F,VS2,61.7,58.0,625
0.43,Very Good,F,VS2,61.3,59.0,905
1.24,Ideal,G,VS2,62.0,56.0,8797
0.72,Premium,D,SI2,60.2,56.0,2492
0.5,Ideal,I,VS1,61.0,57.0,1266
1.01,Good,H,SI2,63.7,55.0,4072
0.26,Very Good,F,SI1,61.3,55.0,401
1.31,Premium,F,SI1,62.6,58.0,7625
0.43,Premium,D,SI1,61.2,60.0,993
0.32,Ideal,D,VVS1,61.0,57.0,1064
0.24,Very Good,D,VS1,61.1,60.0,367
0.51,Ideal,G,VVS2,61.2,55.0,1875
0.41,Very Good,G,VS1,60.0,61.0,899
0.32,Very Good,E,VVS1,60.4,57.0,917
1.2,Premium,H,SI2,62.5,58.0,5280
0.7,Ideal,I,VS2,61.4,56.0,2270
0.36,Ideal,E,VS2,62.1,55.0,1013
0.53,Ideal,F,VS1,61.2,56.0,1830
0.7,Ideal,I,SI2,62.3,55.0,1874
0.46,Very Good,G,VVS1,61.7,60.0,1413
1.02,Very Good,F,VS2,61.8,57.0,6047
1.01,Ideal,J,VS1,61.2,57.0,4693
1.9,Premium,J,SI1,61.9,57.0,10885
1.06,Premium,G,VVS2,59.6,58.0,8149
0.34,Premium,G,VVS2,61.4,59.0,995
1.0,Good,J,SI1,63.8,59.0,3780
0.9,Ideal,G,SI2,60.6,55.0,4077
1.13,Premium,E,SI2,62.5,57.0,3898
1.0,Premium,F,SI2,60.4,58.0,3858
0.9,Very Good,F,VS2,64.2,59.0,4268
0.24,Ideal,F,VS2,62.2,57.0,419
0.52,Ideal,G,VVS2,61.7,56.0,1911
0.91,Premium,F,VVS2,63.0,56.0,5708
0.75,Very Good,E,VS2,62.3,56.0,3365
0.3,Very Good,I,VS1,62.9,59.0,473
0.3,Ideal,H,VVS2,61.1,55.0,605
0.4,Ideal,G,IF,62.2,55.0,1333
0.33,Ideal,G,VVS1,62.0,56.0,868
0.46,Ideal,G,SI1,61.5,55.0,979
0.58,Very Good,G,VVS2,62.0,57.0,2078
1.09,Very Good,J,VS2,62.3,59.0,4372
0.5,Good,G,SI1,63.9,57.0,1197
0.31,Very Good,G,VS1,63.1,59.0,802
1.01,Very Good,F,VS2,63.6,59.0,6714
0.41,Ideal,E,VVS1,61.1,56.0,1745
0.32,Good,D,I1,64.0,54.0,468
0.52,Premium,G,SI1,62.8,61.0,1338
0.41,Very Good,D,SI2,63.1,54.0,818
1.02,Premium,G,VVS2,62.6,59.0,7602
0.56,Very Good,J,VS2,60.6,57.0,1232
1.13,Very Good,H,SI2,59.8,59.0,4537
1.26,Ideal,G,VVS1,62.1,57.0,10720
1.67,Very Good,J,SI1,62.3,59.0,7911
0.4,Ideal,I,VVS1,60.5,57.0,842
0.73,Very Good,F,VS1,61.8,59.0,2843
0.31,Ideal,D,VS2,62.1,54.0,734
0.72,Ideal,F,VS2,60.3,56.0,2724
0.38,Ideal,I,VS1,61.5,53.9,703
0.27,Ideal,H,VS2,61.7,56.0,451
0.71,Premium,D,SI1,60.5,59.0,2743
0.36,Ideal,E,SI1,61.9,56.0,810
0.24,Ideal,F,VVS2,62.0,57.0,678
1.0,Very Good,I,SI1,59.3,63.0,3360
0.33,Ideal,E,VVS1,61.7,56.0,1052
0.35,Ideal,E,SI1,60.9,55.0,614
0.9,Good,F,SI1,63.9,58.0,3604
0.4,Ideal,J,SI1,61.6,56.0,612
1.13,Ideal,F,I1,62.2,55.0,3542
1.2,Very Good,I,VS2,62.5,59.0,5724
0.7,Ideal,E,VS2,61.5,57.0,2980
1.12,Ideal,G,I1,60.3,57.0,3945
0.71,Very Good,D,SI1,60.9,60.0,2690
1.06,Premium,G,VS2,60.1,58.0,6325
0.43,Ideal,I,IF,62.3,53.0,1046
0.55,Very Good,D,SI1,61.6,56.0,1580
0.4,Ideal,H,VVS2,60.8,55.0,1125
1.02,Ideal,E,SI2,62.7,57.0,4585
0.33,Ideal,G,VVS1,62.2,57.0,868
0.81,Very Good,D,VVS2,63.9,56.0,5423
0.23,Very Good,E,VVS2,61.1,58.0,465
0.74,Premium,E,VS2,62.7,58.0,3285
0.71,Very Good,E,SI1,61.3,59.0,2735
0.56,Ideal,F,VS2,62.1,57.0,1814
0.23,Good,E,VVS2,61.9,60.0,465
1.07,Very Good,H,SI2,61.8,63.0,3296
1.01,Very Good,G,VVS2,63.0,61.0,7528
0.33,Ideal,F,VS2,61.4,57.0,854
0.34,Ideal,G,IF,61.9,54.0,974
0.52,Ideal,E,IF,61.1,57.0,3033
0.76,Ideal,E,SI1,62.4,57.0,3087
1.06,Ideal,G,VS1,61.5,57.0,8093
0.8,Ideal,H,VS2,60.6,56.0,3153
0.81,Very Good,F,SI1,62.2,56.0,3308
0.32,Ideal,G,IF,61.9,56.0,940
0.34,Ideal,I,SI1,62.3,55.0,459
0.54,Ideal,H,VVS1,61.2,57.0,1814
0.91,Premium,E,VS1,60.6,58.0,5101
1.01,Good,F,SI1,62.4,59.0,5378
0.51,Ideal,E,VS1,61.8,55.0,1697
0.4,Ideal,J,VVS1,61.9,56.0,1136
0.75,Ideal,F,SI1,62.3,57.0,2744
0.3,Premium,D,VS2,61.1,59.0,710
0.51,Very Good,D,VS2,60.1,59.0,1877
0.53,Ideal,H,SI2,61.9,54.0,1020
0.31,Good,H,VS2,63.1,57.0,489
1.0,Ideal,E,SI1,62.7,57.0,5622
0.34,Premium,F,VS2,59.2,60.0,686
0.34,Ideal,G,VS2,61.1,55.0,596
0.3,Ideal,F,VS2,60.3,57.0,568
1.05,Ideal,F,SI1,60.6,59.0,5586
1.2,Very Good,E,SI2,63.3,55.0,5645
0.53,Ideal,G,VS1,62.2,55.0,1692
0.51,Very Good,F,SI1,63.4,58.0,1244
0.4,Ideal,H,VS1,61.8,59.0,1017
0.4,Premium,F,SI1,61.7,62.0,920
0.31,Premium,H,VS1,62.6,60.0,698
0.51,Ideal,F,VS1,61.6,55.0,1870
0.4,Premium,G,VS1,60.7,58.0,877
1.01,Very Good,F,VS2,63.1,56.0,6267
0.43,Premium,E,SI2,61.2,59.0,716
0.95,Premium,E,SI1,62.8,59.0,4628
0.66,Ideal,H,VS1,62.7,55.0,2222
0.3,Ideal,I,VVS1,62.1,56.0,552
0.32,Premium,H,VS1,61.7,61.0,720
0.32,Ideal,F,IF,61.3,57.0,929
0.25,Very Good,H,VVS1,61.6,56.0,467
1.19,Good,H,VS1,60.8,61.0,7152
0.31,Ideal,G,VVS2,62.1,56.0,907
0.9,Ideal,D,SI1,61.8,57.0,4919
0.31,Ideal,F,VS2,62.6,57.0,625
0.46,Ideal,I,VVS2,62.7,56.0,1040
1.52,Premium,G,SI1,62.2,58.0,8512
1.23,Very Good,I,VS2,61.2,59.0,6826
0.27,Very Good,E,VVS2,60.9,58.0,620
1.01,Good,I,VS2,62.5,59.0,4239
0.31,Ideal,H,IF,61.4,57.0,772
0.3,Very Good,E,IF,61.8,54.0,957
0.7,Ideal,I,SI1,62.1,58.0,2083
1.01,Ideal,H,VS2,62.1,54.0,4909
0.79,Very Good,E,SI1,63.3,56.3,3138
0.32,Ideal,I,VS2,61.5,56.0,576
0.95,Good,I,SI2,63.8,57.0,2956
1.06,Premium,F,SI1,61.0,58.0,5236
0.5,Ideal,F,VS2,62.5,57.0,1436
0.7,Good,E,SI2,63.1,56.0,2159
0.91,Premium,G,SI2,60.1,62.0,3047
0.3,Very Good,G,VS2,63.0,55.0,526
0.31,Premium,H,IF,60.8,59.0,739
0.33,Ideal,G,VS1,61.9,54.0,666
0.54,Ideal,G,VS1,61.4,57.0,1684
1.01,Very Good,F,SI1,60.7,58.0,5248
1.01,Very Good,F,VS1,63.7,56.0,7001
0.7,Very Good,E,VS2,62.6,56.0,2513
0.3,Ideal,J,VVS1,61.8,56.0,464
0.32,Ideal,G,VS1,61.2,56.0,828
1.02,Very Good,G,VS2,63.5,56.0,5758
0.96,Ideal,I,I1,62.0,56.0,2363
0.36,Premium,G,IF,62.5,60.0,1074
1.01,Good,F,VS1,61.2,56.0,6825
0.91,Very Good,H,VS2,59.9,62.0,4201
1.56,Ideal,F,SI2,61.6,56.0,10396
0.35,Ideal,E,VS1,61.6,55.1,771
0.92,Very Good,D,SI1,60.8,58.0,5779
1.13,Premium,G,VVS1,59.3,59.0,8868
1.51,Ideal,G,SI2,60.8,57.0,8794
0.3,Ideal,H,IF,62.0,55.0,764
0.51,Very Good,J,VS2,61.6,58.0,1008
0.32,Ideal,F,IF,60.9,56.0,949
0.3,Premium,J,VS2,60.6,59.0,368
0.57,Ideal,F,SI1,62.2,55.0,1377
0.31,Premium,D,VS2,61.8,57.0,942
0.28,Ideal,I,VS1,61.8,55.0,448
0.53,Ideal,D,VS2,61.7,55.0,1956
0.55,Ideal,I,VS2,62.6,57.0,1393
0.38,Premium,I,VS2,61.7,59.0,633
0.75,Ideal,D,SI2,60.3,57.0,2726
0.56,Very Good,G,VS2,62.6,58.0,1605
0.51,Good,F,VS2,63.1,59.0,1444
0.58,Ideal,F,VS1,62.1,56.0,2088
0.4,Very Good,F,VVS1,62.9,55.0,1111
0.32,Ideal,E,VS2,62.3,57.0,702
0.23,Premium,H,VS1,59.4,61.0,434
0.52,Very Good,F,SI1,61.3,56.0,1261
0.72,Premium,F,SI1,59.5,62.0,2670
0.56,Ideal,G,IF,61.8,54.0,2298
0.54,Premium,D,VS2,61.1,55.0,1993
1.0,Ideal,F,VVS2,61.3,53.0,10577
1.01,Good,D,SI2,63.6,57.0,4719
0.43,Ideal,H,VS2,62.3,54.0,778
0.43,Ideal,H,SI1,62.3,56.0,716
1.04,Ideal,J,SI2,60.4,57.0,3762
0.72,Very Good,E,SI1,60.0,57.0,2479
1.1,Ideal,I,SI1,62.1,57.0,5037
0.56,Ideal,H,VS2,61.3,56.0,1625
1.2,Very Good,J,SI1,61.2,55.0,5142
0.38,Premium,F,VS1,60.9,58.0,998
0.32,Ideal,F,VVS2,61.4,57.0,728
1.0,Premium,D,VVS2,61.6,60.0,10046
0.7,Very Good,H,SI1,63.0,55.0,2048
0.71,Ideal,D,VS1,62.2,55.0,3192
0.52,Ideal,D,SI1,62.4,57.0,1720
1.08,Ideal,H,SI2,62.0,57.0,3629
0.38,Ideal,G,VS1,62.3,55.0,817
0.4,Ideal,G,VVS1,61.7,55.0,1097
0.39,Ideal,E,VS1,62.3,57.0,1026
1.1,Ideal,H,SI1,61.4,55.0,5424
0.31,Ideal,G,VS1,61.4,56.0,625
1.2,Ideal,G,SI1,61.5,54.0,6160
1.32,Very Good,I,SI2,60.9,59.0,4965
1.51,Good,I,SI1,63.7,61.0,8097
0.73,Ideal,H,SI1,61.5,55.0,2605
0.91,Very Good,E,SI2,63.8,60.0,3751
0.5,Ideal,D,VS1,60.6,57.0,2454
0.5,Premium,F,VS2,61.3,60.0,1654
1.03,Premium,G,VS1,62.2,57.0,6659
0.31,Ideal,F,VS2,61.9,55.0,802
0.4,Premium,H,SI1,62.8,59.0,855
1.31,Very Good,F,VS1,59.1,60.0,9797
1.01,Premium,H,SI2,62.3,60.0,3782
0.4,Premium,D,SI1,60.8,59.0,990
0.4,Premium,D,SI2,62.1,60.0,855
0.92,Ideal,D,SI1,62.2,56.0,4561
0.7,Ideal,H,VVS1,62.3,58.0,2866
0.36,Premium,I,VS1,62.0,59.0,568
1.0,Very Good,D,SI1,63.2,59.0,5320
1.22,Very Good,J,SI2,62.6,58.0,4652
0.7,Ideal,E,VS2,60.3,57.0,2719
0.92,Very Good,G,SI1,63.8,57.0,3724
0.61,Good,E,SI1,61.3,61.0,1793
0.53,Very Good,F,VS2,63.4,56.0,1636
0.72,Ideal,G,SI1,61.8,56.0,3048
0.4,Good,F,VVS2,62.2,63.0,936
0.41,Very Good,D,VS1,62.9,57.0,1151
0.73,Ideal,E,SI1,59.1,59.0,2846
0.5,Ideal,E,VS2,61.8,55.0,1624
1.05,Very Good,H,SI1,63.2,59.0,5072
0.33,Ideal,E,VS2,62.8,56.0,928
0.56,Ideal,G,SI1,61.6,59.0,1755
0.4,Premium,F,SI1,62.8,59.0,945
1.0,Ideal,E,VS2,61.3,58.0,7370
1.5,Ideal,H,SI1,62.0,55.0,10989
0.9,Very Good,F,VS2,63.4,57.0,4637
1.2,Good,J,VS2,64.3,56.0,4637
1.24,Ideal,G,VVS1,62.3,56.0,10724
0.3,Ideal,G,VS1,60.6,57.0,624
0.8,Premium,F,VS2,61.6,58.0,3429
0.36,Very Good,G,IF,60.4,62.0,1002
0.26,Ideal,D,VS1,62.0,55.0,580
1.27,Ideal,J,SI2,61.2,56.0,5021
0.4,Ideal,E,VS1,61.6,56.0,1125
0.91,Ideal,G,SI1,61.9,56.0,4731
1.4,Premium,F,VS2,61.5,60.0,10625
0.34,Ideal,E,VS1,61.6,55.0,790
1.51,Ideal,H,SI1,61.3,56.0,9833
1.08,Ideal,E,VVS2,62.5,57.0,10300
0.91,Very Good,G,SI1,63.0,57.0,3830
0.54,Ideal,G,VS1,61.7,56.0,1809
0.4,Ideal,I,SI1,61.2,55.0,692
0.42,Good,E,SI1,63.4,56.0,773
1.1,Very Good,G,VVS2,60.5,55.7,9050
0.92,Very Good,F,SI1,62.7,57.0,4037
1.55,Premium,J,SI1,62.5,58.0,7638
0.55,Ideal,D,VS2,62.7,57.0,1755
0.41,Ideal,E,VS2,62.1,57.0,999
1.01,Good,G,VS1,63.7,57.0,6618
0.33,Ideal,F,VS2,62.6,55.0,666
0.5,Good,F,VS2,63.3,57.0,1436
1.06,Ideal,D,VS2,62.5,54.0,6981
0.41,Ideal,E,VVS2,61.1,57.0,1381
1.01,Ideal,G,VS2,62.1,58.0,6587
0.31,Good,F,VS2,63.9,56.0,802
0.91,Very Good,E,SI1,63.7,59.0,4188
0.53,Ideal,E,SI1,61.4,56.0,1415
0.34,Ideal,D,VS2,62.5,57.0,805
1.15,Premium,I,SI2,62.6,57.0,4347
0.3,Ideal,F,IF,62.6,57.0,886
0.26,Ideal,E,VVS1,62.5,56.0,657
0.3,Ideal,F,VS2,62.3,55.0,573
1.51,Premium,I,SI1,62.2,60.0,8794
0.33,Good,F,VVS1,63.3,57.0,764
0.41,Ideal,E,VVS2,60.5,57.0,1363
1.44,Premium,E,I1,61.1,62.0,5161
0.33,Ideal,D,VS2,61.8,56.0,781
0.3,Ideal,G,VVS1,62.6,55.0,753
1.03,Premium,G,VS2,62.3,57.0,6146
0.3,Premium,D,VS2,60.4,59.0,710
1.69,Very Good,E,SI2,62.6,59.0,10317
0.62,Ideal,F,VS1,61.2,54.0,2371
1.44,Premium,H,SI2,62.1,55.0,7419
0.72,Ideal,J,VS1,61.1,56.0,2177
0.34,Premium,G,VS2,62.4,59.0,596
0.42,Ideal,G,SI1,63.0,55.0,882
1.18,Ideal,G,VVS2,62.2,54.0,9252
0.64,Premium,E,VS2,61.6,62.0,1926
0.9,Very Good,D,SI1,62.4,61.0,4693
0.59,Ideal,G,VS2,61.7,55.0,2159
1.79,Ideal,J,VS2,61.8,56.0,10658
1.01,Very Good,F,SI2,62.7,56.0,4121
0.5,Ideal,E,VS2,62.1,54.0,1624
1.14,Ideal,E,VS2,62.4,55.0,9516
0.3,Fair,E,VS1,64.5,56.0,799
1.23,Premium,I,SI1,60.3,58.0,5717
0.92,Very Good,F,SI1,62.9,56.0,4037
0.34,Ideal,F,VVS1,62.9,56.0,935
0.3,Ideal,G,VVS2,62.2,54.0,819
0.7,Ideal,E,VS2,61.0,56.0,3376
0.76,Ideal,I,VS2,61.3,56.0,2793
0.41,Ideal,G,SI2,61.7,56.0,648
0.9,Very Good,F,I1,61.9,59.0,2199
